"","1","2","3","4","5","6","7","8","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","9","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90","91","92","93","94","95","96","97","98","99","100"
"1",0.288711111111111,0.426666666666667,0.776234567901235,0.477530864197531,0.69283631820075,0.666666666666667,0.157407407407408,0.260734072022161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",0.542211652794293,0.0841209829867674,0,0.272189349112426,0,0,0.152777777777778,0.711111111111111,0.624589086127548,0.446280991735537,0,0.6744,0,0.431101366166301,0,0.650887573964497,0.76,0,0.32,0,0.247933884297521,0,0.260734072022161,0.277777777777778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",0.513888888888889,0.532871972318339,0,0,0.4,0.40625,0.277777777777778,0,0,0.6744,0.37037037037037,0.5,0,0.37037037037037,0.625,0,0.32,0.512396694214876,0.666666666666667,0,0,0,0,0,0,0.32,0.255102040816327,0,0,0.5688,0,0.068877551020408,0.104938271604938,0.260734072022161,0,0,0,0,0,0.124444444444444,0.663194444444444,0.32,0,0,0,0,0,0.375,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4",0.444444444444444,0.493827160493827,0,0,0,0.693877551020408,0,0,0,0,0.448979591836735,0,0,0.627218934911243,0,0,0.5,0,0.5,0.666666666666667,0,0.512396694214876,0,0.6744,0,0.32,0,0,0.666666666666667,0.444444444444444,0,0.446745562130178,0,0,0,0.090702947845805,0.260734072022161,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.272189349112426,0,0,0,0.37037037037037,0.124444444444444,0,0,0.5,0,0,0.663194444444444,0,0,0,0,0,0,0.375,0,0.32,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5",0.444444444444444,0,0,0.611111111111111,0,0,0,0,0,0,0,0.48,0.244897959183674,0,0,0,0,0,0.5,0.666666666666667,0,0.512396694214876,0,0.6744,0.56,0,0,0.32,0,0,0,0,0.666666666666667,0.444444444444444,0.446745562130178,0,0,0,0.260734072022161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090702947845805,0,0,0,0,0,0,0.56,0,0.37037037037037,0.124444444444444,0,0.5,0,0.272189349112426,0,0,0,0.5,0,0.5,0.663194444444444,0,0,0,0,0,0,0.375,0,0,0.375,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6",0.444444444444444,0,0,0.625,0,0,0,0,0.6744,0,0,0,0.48,0,0,0.277777777777778,0,0.5,0.666666666666667,0,0,0.512396694214876,0,0,0,0.444444444444444,0.5,0,0.32,0,0,0,0,0.666666666666667,0,0,0,0.444444444444444,0.446745562130178,0,0.260734072022161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090702947845805,0,0,0,0,0,0.37037037037037,0.124444444444444,0,0.5,0,0.375,0,0.272189349112426,0,0,0,0.5,0,0,0.5,0.663194444444444,0,0,0,0,0,0,0,0,0,0,0,0.375,0,0,0.375,0,0,0,0,NA,NA,NA
"7",0.444444444444444,0,0,0,0.5,0,0,0,0,0,0,0.48,0,0,0,0,0.375,0,0.5,0.666666666666667,0,0,0.512396694214876,0.6744,0,0,0.444444444444444,0.5,0,0.32,0,0,0,0,0,0.666666666666667,0,0,0,0.444444444444444,0.446745562130178,0,0.260734072022161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090702947845805,0,0,0,0,0,0.37037037037037,0.124444444444444,0,0.5,0,0.375,0.272189349112426,0,0,0,0.5,0,0,0.5,0,0.663194444444444,0,0,0,0,0,0,0,0,0,0,0.375,0,0,0,0.375,0,0,0,0,NA
"8",0.444444444444444,0,0,0,0,0.5,0,0,0,0,0,0.48,0,0,0,0,0,0.444444444444444,0,0.5,0.666666666666667,0,0,0.6744,0.512396694214876,0,0,0.444444444444444,0.5,0,0.32,0,0,0,0,0,0.666666666666667,0,0,0,0.444444444444444,0.446745562130178,0,0.260734072022161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090702947845805,0,0,0,0,0,0.37037037037037,0.124444444444444,0,0.5,0,0.375,0.272189349112426,0,0,0,0.5,0,0,0.5,0,0.663194444444444,0,0,0,0,0,0,0,0,0,0,0.375,0,0,0,0.375,0,0,0,0
"9",0.444444444444444,0,0,0,0,0.5,0,0,0,0,0,0.48,0,0,0,0,0,0,0.444444444444444,0.5,0.666666666666667,0,0,0.6744,0.512396694214876,0,0,0.444444444444444,0.5,0,0.32,0,0,0,0,0,0.666666666666667,0,0,0,0.444444444444444,0.446745562130178,0,0.260734072022161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090702947845805,0,0,0,0,0,0.37037037037037,0.124444444444444,0,0.5,0,0.375,0.272189349112426,0,0,0,0.5,0,0,0.5,0,0.663194444444444,0,0,0,0,0,0,0,0,0,0,0.375,0,0,0,0.375,0,0,0,0
"10",0.444444444444444,0,0,0,0,0.5,0,0,0,0,0,0.48,0,0,0,0,0,0,0.444444444444444,0.5,0.666666666666667,0,0,0.6744,0.512396694214876,0,0,0.444444444444444,0.5,0,0.32,0,0,0,0,0,0.666666666666667,0,0,0,0.444444444444444,0.446745562130178,0,0.260734072022161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090702947845805,0,0,0,0,0,0.37037037037037,0.124444444444444,0,0.5,0,0.375,0.272189349112426,0,0,0,0.5,0,0,0.5,0,0.663194444444444,0,0,0,0,0,0,0,0,0,0,0.375,0,0,0,0.375,0,0,0,0
"11",0.444444444444444,0,0,0,0,0.5,0,0,0,0,0,0.48,0,0,0,0,0,0,0.444444444444444,0.5,0.666666666666667,0,0,0.6744,0.512396694214876,0,0,0.444444444444444,0.5,0,0.32,0,0,0,0,0,0.666666666666667,0,0,0,0.444444444444444,0.446745562130178,0,0.260734072022161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090702947845805,0,0,0,0,0,0.37037037037037,0.124444444444444,0,0.5,0,0.375,0.272189349112426,0,0,0,0.5,0,0,0.5,0,0.663194444444444,0,0,0,0,0,0,0,0,0,0,0.375,0,0,0,0.375,0,0,0,0
"12",0.444444444444444,0,0,0,0,0.5,0,0,0,0,0,0.48,0,0,0,0,0,0,0.444444444444444,0.5,0.666666666666667,0,0,0.6744,0.512396694214876,0,0,0.444444444444444,0.5,0,0.32,0,0,0,0,0,0.666666666666667,0,0,0,0.444444444444444,0.446745562130178,0,0.260734072022161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090702947845805,0,0,0,0,0,0.37037037037037,0.124444444444444,0,0.5,0,0.375,0.272189349112426,0,0,0,0.5,0,0,0.5,0,0.663194444444444,0,0,0,0,0,0,0,0,0,0,0.375,0,0,0,0.375,0,0,0,0
